student_id,vle_engagement_score,entrepreneurial_grit_index,innovation_credits_completed,competitions_participated,competitions_won,portfolio_achievement_scale,skills_possessed,skills_seeking,competition_history,has_startup,startup_industry,semantic_pitch_statement,tech_readiness_level_trl,mentorship_hours,founder_idea_fit_score,market_readiness_score,team_size,patents_filed,technology_transfers_completed,revenue_generated_usd,seed_funding_received,startup_achievement,startup_achievement_scale,investor_details,success_prediction_label
STU00079,401,2.5,6,8,7,10,Blockchain,Business Analytics,Inter-College Innovation Challenge | State-Level Startup Pitch | Social Entrepreneurship Challenge | Data Science Olympiad | Product Design Sprint | Smart India Hackathon (SIH) | Climate Action Hackathon | Campus Ideathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00080,298,2.6,0,10,10,10,Data Engineering | Computer Vision | Natural Language Processing | Data Analysis,Business Analytics,Product Design Sprint | National Hackathon | Campus Ideathon | Climate Action Hackathon | Inter-College Innovation Challenge | Data Science Olympiad | Social Entrepreneurship Challenge | State-Level Startup Pitch | Smart India Hackathon (SIH) | IEEE Paper Presentation,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00081,401,4,12,0,0,2,Cybersecurity | UI/UX Design,Data Engineering | Cloud Computing | Machine Learning,None,1,CivicTech,We solve carbon-intensive logistics operations for low-income urban households by building a mobile-first community engagement platform in the CivicTech sector.,3,40,0.63,0.41,7,0,0,0,0,Selected for Atal Incubation Mission,5.4,Bootstrapped,0
STU00082,204,5.2,3,3,3,5.3,Data Engineering | Data Analysis | IoT | Embedded Systems,Cybersecurity,Data Science Olympiad | Social Entrepreneurship Challenge | State-Level Startup Pitch,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00083,286,2.5,9,3,2,4.6,Natural Language Processing | Data Engineering | Cloud Computing | Cybersecurity,Computer Vision | Django,Smart India Hackathon (SIH) | National Hackathon | Inter-College Innovation Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00084,327,1.4,9,3,3,5.8,Embedded Systems | UI/UX Design | Node.js | React.js,IoT | Cybersecurity | Django,Campus Ideathon | Climate Action Hackathon | National Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00085,174,4.1,2,7,4,7,Machine Learning | Computer Vision,Android Development | Cybersecurity,Inter-College Innovation Challenge | Smart India Hackathon (SIH) | Campus Ideathon | Data Science Olympiad | IEEE Paper Presentation | Social Entrepreneurship Challenge | State-Level Startup Pitch,1,RetailTech,We solve manual compliance reporting in hospitals for low-income urban households by building a federated machine learning recommendation system in the RetailTech sector.,7,85,0.72,0.74,8,3,0,0,1,Completed DST-NIDHI PRAYAS Grant,9.9,Corporate Innovation Arm,1
STU00086,298,2.4,10,8,8,10,Android Development | Python,Data Engineering,Social Entrepreneurship Challenge | Data Science Olympiad | IEEE Paper Presentation | State-Level Startup Pitch | Climate Action Hackathon | Smart India Hackathon (SIH) | Inter-College Innovation Challenge | National Hackathon,1,HealthTech,We solve lack of affordable mental health access for rural farmers by building a blockchain-backed traceability ledger in the HealthTech sector.,9,11,0.84,0.51,6,3,0,0,0,Won Best DeepTech Prototype at National Hackathon,9.8,Tier-1 VC Partner (₹1Cr seed),1
STU00087,222,4.5,1,9,8,10,Data Engineering | Embedded Systems,Data Analysis | Node.js | Natural Language Processing,Data Science Olympiad | Social Entrepreneurship Challenge | IEEE Paper Presentation | National Hackathon | Inter-College Innovation Challenge | State-Level Startup Pitch | Product Design Sprint | Smart India Hackathon (SIH) | Climate Action Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00088,171,4.6,8,12,11,10,Cloud Computing | Python | Machine Learning,Natural Language Processing | AR/VR Development | Business Analytics,State-Level Startup Pitch | IEEE Paper Presentation | Product Design Sprint | Data Science Olympiad | Inter-College Innovation Challenge | Climate Action Hackathon | Campus Ideathon | National Hackathon | Social Entrepreneurship Challenge | Smart India Hackathon (SIH),0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00089,76,3.6,11,10,7,10,DevOps | iOS Development,Blockchain | Computer Vision,Smart India Hackathon (SIH) | IEEE Paper Presentation | Product Design Sprint | Data Science Olympiad | National Hackathon | Inter-College Innovation Challenge | Campus Ideathon | Social Entrepreneurship Challenge | Climate Action Hackathon | State-Level Startup Pitch,1,HealthTech,We solve inaccessible legal aid for low-income families for early-stage startup founders by building an IoT sensor network with real-time alerts in the HealthTech sector.,8,22,0.89,0.3,8,2,1,19141,0,Won Best DeepTech Prototype at National Hackathon,8.5,Angel Syndicate (₹25L round),1
STU00090,473,3.6,6,8,6,9.9,Computer Vision | Python | Natural Language Processing | Django,Business Analytics | React.js,State-Level Startup Pitch | Campus Ideathon | Social Entrepreneurship Challenge | Product Design Sprint | Data Science Olympiad | Climate Action Hackathon | Smart India Hackathon (SIH) | IEEE Paper Presentation,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00091,330,2.5,4,9,6,9.9,UI/UX Design,React.js | IoT | Natural Language Processing,Social Entrepreneurship Challenge | Inter-College Innovation Challenge | National Hackathon | IEEE Paper Presentation | Data Science Olympiad | Climate Action Hackathon | Product Design Sprint | Smart India Hackathon (SIH) | Campus Ideathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00092,408,5.9,5,7,3,6,Python | Django | IoT | Data Engineering,DevOps | Android Development | Cloud Computing,Inter-College Innovation Challenge | Climate Action Hackathon | Product Design Sprint | Data Science Olympiad | Social Entrepreneurship Challenge | Smart India Hackathon (SIH) | State-Level Startup Pitch,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00093,53,4.9,6,8,4,7.5,Cybersecurity | AR/VR Development,Machine Learning | Embedded Systems,Data Science Olympiad | Social Entrepreneurship Challenge | Smart India Hackathon (SIH) | Climate Action Hackathon | Inter-College Innovation Challenge | IEEE Paper Presentation | State-Level Startup Pitch | Product Design Sprint,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00094,427,2.2,5,1,1,2.7,Data Analysis | Node.js | React.js,Machine Learning | Embedded Systems | Django,Climate Action Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00095,344,4.8,9,2,0,2,Natural Language Processing | Machine Learning | Android Development,Cybersecurity | Node.js,Inter-College Innovation Challenge | Smart India Hackathon (SIH),0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00096,262,1.8,8,7,0,2.7,Embedded Systems,Python | Natural Language Processing | Computer Vision,Climate Action Hackathon | IEEE Paper Presentation | State-Level Startup Pitch | Smart India Hackathon (SIH) | Data Science Olympiad | Inter-College Innovation Challenge | Social Entrepreneurship Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00097,488,1.9,8,6,1,3.7,DevOps,IoT | Cloud Computing,Social Entrepreneurship Challenge | National Hackathon | Climate Action Hackathon | Inter-College Innovation Challenge | Campus Ideathon | Smart India Hackathon (SIH),1,LogisticsTech,We solve inaccessible legal aid for low-income families for rural farmers by building a peer-to-peer micro-mentorship application in the LogisticsTech sector.,3,31,0.58,0.31,3,0,0,0,0,Onboarded 500+ Beta Users,4.7,Bootstrapped,0
STU00098,426,4.6,2,0,0,1.2,Cybersecurity,Natural Language Processing | Data Analysis | Android Development,None,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00099,317,6.8,9,9,9,10,DevOps | Business Analytics | IoT | Computer Vision,Django,National Hackathon | Inter-College Innovation Challenge | Product Design Sprint | Campus Ideathon | Data Science Olympiad | Climate Action Hackathon | Smart India Hackathon (SIH) | IEEE Paper Presentation | Social Entrepreneurship Challenge,1,HRTech,We solve untapped renewable energy in tier-2 cities for senior citizens by building an AI-driven predictive analytics dashboard in the HRTech sector.,5,68,1,0.33,5,0,0,0,1,Featured in YourStory Startup Edition,8,University Seed Fund,0
STU00100,122,6.5,5,10,7,10,Computer Vision | iOS Development,AR/VR Development | Node.js | Machine Learning,IEEE Paper Presentation | Smart India Hackathon (SIH) | State-Level Startup Pitch | Social Entrepreneurship Challenge | Product Design Sprint | Campus Ideathon | Inter-College Innovation Challenge | Climate Action Hackathon | National Hackathon | Data Science Olympiad,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00101,198,4.4,4,0,0,1.3,Cloud Computing,DevOps | Node.js,None,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00102,77,1.1,11,8,8,10,React.js | Blockchain | Data Analysis | Android Development,Embedded Systems,Campus Ideathon | Data Science Olympiad | Climate Action Hackathon | Smart India Hackathon (SIH) | National Hackathon | Product Design Sprint | State-Level Startup Pitch | Social Entrepreneurship Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00103,29,1.5,11,3,3,5.9,Business Analytics | IoT | iOS Development,Cybersecurity | Cloud Computing,Climate Action Hackathon | Smart India Hackathon (SIH) | IEEE Paper Presentation,1,LegalTech,We solve carbon-intensive logistics operations for rural farmers by building a gamified financial literacy learning app in the LegalTech sector.,4,91,0.56,0.9,1,0,0,0,0,Awarded BIRAC BIG Grant,5.2,Bootstrapped,1
STU00104,12,4.7,11,6,2,5.2,Data Analysis | Blockchain | iOS Development | React.js,Machine Learning | Business Analytics,Data Science Olympiad | IEEE Paper Presentation | Inter-College Innovation Challenge | Smart India Hackathon (SIH) | Campus Ideathon | Climate Action Hackathon,1,BioTech,We solve lack of affordable mental health access for government health workers by building an AI-driven predictive analytics dashboard in the BioTech sector.,4,35,0.77,0.84,4,0,0,0,0,Completed DST-NIDHI PRAYAS Grant,5.3,Bootstrapped,1
STU00105,99,5.2,5,2,0,1.7,Cloud Computing,Android Development | Node.js | Machine Learning,Social Entrepreneurship Challenge | Campus Ideathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00106,79,3.3,6,2,1,3,Data Analysis | Computer Vision | Business Analytics,iOS Development,State-Level Startup Pitch | Smart India Hackathon (SIH),0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00107,321,5.1,7,3,3,5.6,Machine Learning | AR/VR Development | Python | Data Engineering,Blockchain | Cloud Computing | Natural Language Processing,National Hackathon | Smart India Hackathon (SIH) | Inter-College Innovation Challenge,1,CivicTech,We solve inefficient supply chain visibility for low-income urban households by building a computer-vision quality inspection tool in the CivicTech sector.,4,33,0.84,0.83,1,0,0,0,0,Accepted into IIT Incubation Centre,5.2,Bootstrapped,0
STU00108,431,5.3,1,3,3,5.1,IoT | Node.js | AR/VR Development | React.js,Cloud Computing,Data Science Olympiad | National Hackathon | Smart India Hackathon (SIH),0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00109,280,4.1,5,10,8,10,Embedded Systems,Data Engineering,Inter-College Innovation Challenge | National Hackathon | Social Entrepreneurship Challenge | Climate Action Hackathon | IEEE Paper Presentation | Product Design Sprint | Data Science Olympiad | Smart India Hackathon (SIH) | Campus Ideathon | State-Level Startup Pitch,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00110,369,4.3,2,4,3,5.4,Django | Natural Language Processing,Blockchain | Python,Data Science Olympiad | Campus Ideathon | Social Entrepreneurship Challenge | Climate Action Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00111,374,5.3,9,10,6,10,Django | Python | Business Analytics | IoT,React.js | DevOps | iOS Development,Social Entrepreneurship Challenge | National Hackathon | Climate Action Hackathon | State-Level Startup Pitch | Product Design Sprint | Campus Ideathon | Inter-College Innovation Challenge | IEEE Paper Presentation | Data Science Olympiad | Smart India Hackathon (SIH),1,CivicTech,We solve inefficient supply chain visibility for school teachers in tier-3 districts by building a peer-to-peer micro-mentorship application in the CivicTech sector.,9,30,0.99,0.56,5,1,0,0,0,Won Best DeepTech Prototype at National Hackathon,8.1,SIDBI Startup Mitra Fund,1
STU00112,259,2.8,8,10,8,10,Embedded Systems | Data Analysis | Business Analytics,Cybersecurity | Computer Vision | Data Engineering,Social Entrepreneurship Challenge | Product Design Sprint | Data Science Olympiad | State-Level Startup Pitch | National Hackathon | Inter-College Innovation Challenge | Climate Action Hackathon | Smart India Hackathon (SIH) | IEEE Paper Presentation | Campus Ideathon,1,HealthTech,We solve poor financial literacy among youth for environmental compliance officers by building a computer-vision quality inspection tool in the HealthTech sector.,8,26,0.92,0.48,7,1,1,24732,0,Featured in YourStory Startup Edition,8.4,University Seed Fund,1
STU00113,225,5.3,8,8,0,2.8,Python | Computer Vision,Natural Language Processing | Data Analysis,Smart India Hackathon (SIH) | State-Level Startup Pitch | National Hackathon | Product Design Sprint | Climate Action Hackathon | Social Entrepreneurship Challenge | Data Science Olympiad | Campus Ideathon,1,BioTech,We solve poor financial literacy among youth for school teachers in tier-3 districts by building a mobile-first community engagement platform in the BioTech sector.,1,50,0.67,0.88,4,0,0,0,0,Secured Letter of Intent from Industry Partner,3.6,Bootstrapped,0
STU00114,442,1.4,12,7,4,7.8,Android Development | Blockchain | UI/UX Design | Python,Embedded Systems,State-Level Startup Pitch | Social Entrepreneurship Challenge | Campus Ideathon | National Hackathon | Smart India Hackathon (SIH) | IEEE Paper Presentation | Inter-College Innovation Challenge,1,CivicTech,We solve untapped renewable energy in tier-2 cities for logistics managers in emerging markets by building a conversational AI patient triage assistant in the CivicTech sector.,5,80,0.72,0.34,6,0,0,0,1,Won Best DeepTech Prototype at National Hackathon,7.6,University Seed Fund,0
STU00115,205,1.8,8,7,5,8.7,IoT | Cloud Computing | Cybersecurity,Embedded Systems,Climate Action Hackathon | Social Entrepreneurship Challenge | Inter-College Innovation Challenge | IEEE Paper Presentation | Data Science Olympiad | Smart India Hackathon (SIH) | State-Level Startup Pitch,1,CivicTech,We solve manual compliance reporting in hospitals for low-income urban households by building a gamified financial literacy learning app in the CivicTech sector.,4,11,0.77,0.31,4,0,0,0,0,Reached ₹5 Lakh Monthly Recurring Revenue,5.5,Bootstrapped,0
STU00116,287,5.1,5,5,3,5.8,Embedded Systems | Business Analytics | IoT,Cybersecurity | React.js,Social Entrepreneurship Challenge | National Hackathon | Smart India Hackathon (SIH) | Campus Ideathon | Data Science Olympiad,1,EdTech,We solve carbon-intensive logistics operations for government health workers by building a blockchain-backed traceability ledger in the EdTech sector.,6,17,0.77,0.55,8,0,0,0,0,Awarded BIRAC BIG Grant,6.4,Bootstrapped,0
STU00117,43,3.7,6,8,1,3.9,Data Analysis,Computer Vision,Social Entrepreneurship Challenge | State-Level Startup Pitch | Campus Ideathon | Climate Action Hackathon | IEEE Paper Presentation | Smart India Hackathon (SIH) | Product Design Sprint | Inter-College Innovation Challenge,1,HealthTech,We solve inaccessible legal aid for low-income families for environmental compliance officers by building a computer-vision quality inspection tool in the HealthTech sector.,7,14,0.71,0.3,3,2,0,0,0,Onboarded 500+ Beta Users,7.9,Government TIDE 2.0 Grant,1
STU00118,239,4.5,11,1,1,3.2,Computer Vision,Cloud Computing,IEEE Paper Presentation,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU00119,231,2.3,2,11,11,10,AR/VR Development | Data Engineering | Business Analytics,Data Analysis | Cloud Computing,Inter-College Innovation Challenge | IEEE Paper Presentation | Social Entrepreneurship Challenge | Climate Action Hackathon | State-Level Startup Pitch | National Hackathon | Product Design Sprint | Campus Ideathon | Smart India Hackathon (SIH) | Data Science Olympiad,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
